0.863643;0.029328;0.2;0.0274889;0.925829;0.000459619;151;
0.592526;0.020642;0.2;0.0273012;0.913223;0.000472394;153;
0.322112;0.0447978;0.2;0.027113;0.900678;0.000485645;151;
0.582488;0.0472345;0.2;0.0269242;0.88818;0.000499411;149;
0.712913;0.0335045;0.2;0.0267354;0.875768;0.000513667;151;
0.588393;0.0364348;0.2;0.0265462;0.863418;0.000528466;153;
0.656272;0.0282538;0.2;0.0263558;0.851076;0.000543905;151;
0.680028;0.025907;0.2;0.0261646;0.838772;0.000559979;151;
0.206449;0.0338809;0.2;0.0259726;0.826503;0.000576725;155;
0.598513;0.0115231;0.2;0.0257789;0.814222;0.000594256;149;
0.285602;0.0358485;0.2;0.0255838;0.801945;0.000612589;153;
0.558764;0.025485;0.2;0.0253867;0.789636;0.000631837;153;
0.530561;0.0194975;0.2;0.0251881;0.77733;0.000652001;153;
0.27161;0.0123015;0.2;0.0249871;0.764973;0.000673233;151;
0.967803;0.0470759;0.2;0.0247834;0.752556;0.000695639;149;
0.718309;0.0394325;0.2;0.0245772;0.740079;0.000719288;151;
0.596486;0.0291629;0.2;0.0243676;0.727512;0.000744351;153;
0.338023;0.0427396;0.2;0.0241546;0.714851;0.000770952;151;
0.996614;0.0344206;0.2;0.0239382;0.702096;0.000799224;149;
0.218207;0.0391056;0.2;0.0237172;0.689191;0.000829427;151;
0.893641;0.0289179;0.2;0.0234913;0.676131;0.000861784;151;
0.328394;0.0334943;0.2;0.0232608;0.662923;0.000896461;153;
0.373746;0.0478426;0.2;0.0230238;0.649483;0.000933949;149;
0.887525;0.0197566;0.2;0.0227806;0.635837;0.00097447;151;
0.697038;0.04454;0.2;0.0225301;0.621932;0.00101853;151;
0.348151;0.0250639;0.2;0.0222715;0.607734;0.00106667;157;
0.786431;0.0304242;0.2;0.0220037;0.593206;0.00111956;151;
0.20035;0.0184706;0.2;0.0217254;0.578298;0.00117802;294;
0.674354;0.0389258;0.2;0.0214353;0.562955;0.00124312;151;
0.454493;0.0193596;0.2;0.0211315;0.547109;0.00131617;155;
0.451574;0.0438655;0.2;0.0208115;0.530667;0.00139899;151;
0.501636;0.0179617;0.2;0.0204735;0.513567;0.0014937;153;
0.986573;0.0499484;0.2;0.0201132;0.495655;0.00160362;149;
0.479863;0.0140615;0.2;0.0197267;0.476787;0.00173305;151;
0.324365;0.0179575;0.2;0.0193082;0.456772;0.00188825;157;
0.395482;0.0439302;0.2;0.018937;0.439374;0.00204074;151;
0.3354;0.0300468;0.2;0.018937;0.439374;0.00204074;153;
0.993205;0.0413449;0.2;0.0191456;0.449108;0.00195324;283;
0.455687;0.0358618;0.2;0.018937;0.439375;0.00204075;151;
0.504183;0.0347721;0.2;0.018937;0.439374;0.00204075;153;
0.678089;0.0400059;0.2;0.018937;0.439375;0.00204075;151;
0.859497;0.0239519;0.2;0.018937;0.439375;0.00204075;151;
0.428989;0.015086;0.2;0.018937;0.439374;0.00204075;153;
