-9.36827;-8.5832;1.28;1.28;1.0368;21.5168;341;1.99124;1.99124;0.00153491;3.186;338;1.99991;1.99991;1.58092e-06;0.319986;338;
-5.36461;-4.19177;1.32;1.32;0.924799;22.0448;183;1.99183;1.99182;0.00133675;3.18693;341;1.99992;1.99992;1.33294e-06;0.319987;183;
-6.1991;-2.99499;1.36;1.36;0.819199;22.5792;183;1.9924;1.9924;0.00115655;3.18784;183;1.99992;1.99992;1.17242e-06;0.319988;183;
1.56448;7.59213;1.4;1.4;0.72;23.12;185;1.99295;1.99295;0.000993054;3.18874;185;1.99993;1.99993;1.01569e-06;0.319989;185;
-6.5132;-0.184601;1.44;1.44;0.627201;23.6672;183;1.9935;1.9935;0.000845009;3.18961;183;1.99994;1.99993;8.33239e-07;0.31999;183;
-0.0726385;-7.98744;1.48;1.48;0.540801;24.2208;183;1.99403;1.99403;0.0007127;3.19046;183;1.99994;1.99994;7.13175e-07;0.31999;183;
9.39152;5.90961;1.52;1.52;0.460801;24.7808;183;1.99455;1.99455;0.000593464;3.19129;183;1.99995;1.99995;5.78821e-07;0.319991;183;
-2.92405;-0.103925;1.56;1.56;0.3872;25.3472;185;1.99506;1.99506;0.00048759;3.1921;185;1.99995;1.99995;4.96789e-07;0.319992;185;
-3.99522;-4.16367;1.6;1.6;0.32;25.92;344;1.99556;1.99556;0.000394025;3.1929;185;1.99996;1.99996;3.94954e-07;0.319993;344;
9.97994;-2.44697;1.64;1.64;0.2592;26.4992;183;1.99605;1.99605;0.000312428;3.19368;183;1.99996;1.99996;3.15563e-07;0.319994;183;
9.61352;-3.66288;1.68;1.68;0.2048;27.0848;183;1.99652;1.99653;0.000241658;3.19444;183;1.99996;1.99997;2.41457e-07;0.319994;183;
4.99092;4.75289;1.72;1.72;0.1568;27.6768;187;1.99699;1.99699;0.000181043;3.19519;187;1.99997;1.99997;1.80009e-07;0.319995;187;
3.41382;-8.41656;1.76;1.76;0.115201;28.2752;183;1.99745;1.99745;0.00013014;3.19592;183;1.99997;1.99997;1.29487e-07;0.319996;183;
-2.22468;-3.50052;1.8;1.8;0.0800004;28.88;185;1.9979;1.9979;8.85522e-05;3.19663;185;1.99998;1.99998;8.99629e-08;0.319997;185;
-1.64978;6.96791;1.84;1.84;0.0511998;29.4912;344;1.99833;1.99833;5.55263e-05;3.19733;185;1.99998;1.99998;5.26682e-08;0.319997;185;
3.42181;-0.246624;1.88;1.88;0.0288001;30.1088;189;1.99876;1.99876;3.05925e-05;3.19802;189;1.99999;1.99999;3.05663e-08;0.319998;189;
-6.38013;7.26618;1.92;1.92;0.0127998;30.7328;183;1.99918;1.99918;1.33541e-05;3.19869;341;1.99999;1.99999;1.26842e-08;0.319999;183;
-6.14468;-7.51373;1.96;1.96;0.0032;31.3632;341;1.9996;1.9996;3.26874e-06;3.19935;183;2;2;2.15942e-09;0.319999;183;
5.51902;0.983511;2;2;3.27999e-13;32;187;2;2;3.27999e-12;3.2;187;2;2;3.27999e-11;0.32;187;
